title,wine_type,variety,flavor_categories_taste_notes,points,description,price,winery,country,province,region
MacPhail 2015 Pratt Vineyard Vine Hill Road Chardonnay (Russian River Valley),White,Chardonnay,balanced/ complex,95,"This wine is undeniably floral and voluptuous and hard to resist on the nose alone. Honeysuckle, lemon peel and flint tease and please around a focused core of oak and gritty texture of stone. Full bodied, it's lush and slightly reduced—a compelling statement on power and grace.",45,MacPhail,US,California,Russian River Valley
Metzker Family Estates 2015 Laurent Ritchie Vineyard Chardonnay (Russian River Valley),White,Chardonnay,balanced/ complex,95,"Originating from a small, new producer based in the Napa Valley, this shows crushed stone and golden oak. Its essential succulence is that of high-toned citrus and apple kissed in caramel. A tease of lingering acidity makes it undeniably fresh and deliciously crisp.",65,Metzker Family Estates,US,California,Russian River Valley
Domaine Leflaive 2010  Bâtard-Montrachet,White,Chardonnay,balanced/ complex,99,"In this great year for white Burgundy, Bâtard-Montrachet shines out as the epitome of balance between superb fruit and intense mineral and terroir characters. Its subtle touch of wood highlights the unctuous surface texture while just hinting at the steel sharpness of the structure beneath. Age this superb wine for at least 10 years.",560,Domaine Leflaive,France,Burgundy,Bâtard-Montrachet
René Muré 2010 Vorbourg Grand Cru Clos Saint Landelin Vendanges Tardives Gewurztraminer (Alsace),White,Gewürztraminer,"sweet, juicy, soft",95,"The full tilt of ripe peach hits the nose at once, followed by glimpses of marmalade and peach compote. The palate follows with the same aromatic intensity, enriching the peach compote notes even further with lemony barley sugar and fresh caramel, pierced by tangy citrus acidity. The flavors are mature and precise, opulent but tempered, and have a decadent touch. This is lovely now but has the concentration and drive to evolve. Drink now through 2030.",65,René Muré,France,Alsace,Alsace
Cave de Ribeauvillé 2010 Osterberg Grand Cru Riesling (Alsace),White,Riesling,balanced/ complex,95,"A hint of caramelized apple clings to the nose, as well as a certain creaminess. The palate reveals a core of stone, chalk and lanolin, all framed with the purest notion of lemon zest. This shows lovely flavors of maturity but has only just got going. The freshness is incisive, the complexity and length immense. This is simply beautiful and leaves you totally refreshed. Savor this slowly. Drink now through 2030.",38,Cave de Ribeauvillé,France,Alsace,Alsace
Château Olivier 2014  Pessac-Léognan,White,Bordeaux-style White Blend,balanced/ complex,95,"The wine shows the success of white wines in the 2014 vintage. Initially it has lively acidity and a crisp texture. Then the palate fills out with complex citrus, pineapple and apricot flavors. The aftertaste—juicy and tangy—is already delicious. Drink from 2021.",35,Château Olivier,France,Bordeaux,Pessac-Léognan
Domaine Barmès-Buecher 2013 Grand Cru Pfersigberg Doux Gewurztraminer (Alsace),White,Gewürztraminer,balanced/ complex,95,"The heady scent of Damask rose hints unmistakably to Gewürztraminer. The palate follows lusciously, generously and luxuriantly: wonderfully sweet notions of peach, ripe apricot and yellow mirabelle plum are perfumed with a rose petal scent but are also pervaded by a gentle citrus freshness that lifts everything. The length is astonishing and dreamy. This is dangerously delicious.",90,Domaine Barmès-Buecher,France,Alsace,Alsace
Domaine Barmès-Buecher 2014 Steingrubler Grand Cru Riesling (Alsace),White,Riesling,other white,95,"After a touch of funky reduction, beautiful hints of herbs appear: yarrow and lemon balm play alongside lemon and crisp green-apple aromas. On the palate, these notions all remain taut along a very linear, slender but concentrated body that owes more to citrus than to apples. There is a powerful enduring core of fruit and stone that will make this last. The flavors echo long and leave the mouth totally clean. Drink now through 2035.",44,Domaine Barmès-Buecher,France,Alsace,Alsace
Domaine Ostertag 2014 A360P Muenchberg Grand Cru Pinot Gris (Alsace),White,Pinot Gris,"dry, briny, crisp, acidic",95,"Utter generosity of both ripe and dried pear is immediately evident on the nose. Notions of sandalwood hover. The dry palate carries that same, generous fluidity at its deep core. There is immense concentration, shimmering with dried, fresh and cooked pear. But there also is a sense of earth, stone and fresh orange peel. The wine seems like a message from another world, , leading you beyond the physical, into a wold of contemplation. The finish lasts and lasts.",83,Domaine Ostertag,France,Alsace,Alsace
Domaine Bott-Geyl 2014 Schoenenbourg Grand Cru Riesling (Alsace),White,Riesling,"dry, briny, crisp, acidic",95,"The heady scent of grapefruit and tangelo peel immediately add savoriness to the crisp green-apple fruit that is evident on the nose. But there are also richer hints of honey and yellow apple. The palate remains taut, slender and linear but that tangelo spice is boosted by enticing herbal notes of yarrow and a dollop of yeast. This is an aromatic marvel. The finish is dry and intense. This will keep your interest for years. Drink now through 2035.",41,Domaine Bott-Geyl,France,Alsace,Alsace
Domaine Pfister 2012 Engelberg Grand Cru Riesling (Alsace),White,Riesling,balanced/ complex,95,"There is something heady about this: a hint of chamomile tincture and pure lemon zest. The palate cuts in with uncompromising purity and zestiness—this really wants to showcase pure stone and tart citrus. There are glimpses, however, of plump ripe mirabelle plums and a touch of dried pear and quince. Nonetheless, this is governed by stern tanginess and thus is for real adults only. This is dry, slender and shows absolute focus. A celebration of stone and Riesling. Don't drink this now but wait: Drink 2020–2035.",45,Domaine Pfister,France,Alsace,Alsace
Domaine Sipp-Mack 2014 Osterberg Grand Cru Riesling (Alsace),White,Riesling,other white,95,"There is just a touch of peach amidst the green and yellow apple notes. The palate adds a stony earthy touch, as well as a hint of lanoline, and has an impressive core of fruit that radiates throughout this wine with pure apple flavor and crisp freshness. This strikes a high soprano note of absolute purity. The body is taut and bone-dry, the finish is clean and lasting. Gorgeous now but totally built to last. Drink now through 2035.",43,Domaine Sipp-Mack,France,Alsace,Alsace
Ojai 2007 Clos Pepe Vineyard Chardonnay (Sta. Rita Hills),White,Chardonnay,"sweet, juicy, soft",96,"Huge, rich, white Burgundy style Chardonnay. Has a pie-filling fruity richness of pineapples, lemondrop, pears, kiwi fruit and exotic kumquats, balanced with fine, minerally acidity, and wrapped into a buttercream texture. The oak is flamboyant, but perfectly in keeping with the wine's volume. Dazzling and dramatic, from a vineyard that just keeps performing better and better.",38,Ojai,US,California,Sta. Rita Hills
Williams Selyem 2008 Allen Vineyard Chardonnay (Russian River Valley),White,Chardonnay,"sweet, juicy, soft",95,"Amazingly rich, one of the most opulent Chardonnays you can drink now. Just wows the mouth with pineapple, pear, exotic tropical fruit, crème brûlée, vanilla custard, buttered toast and cinnamon spice flavors that go on and on through the finish. Also shows fine, tart acidity, which provides needed balance. Yes, it's superripe, but this is what California Chardonnay does at its best.",50,Williams Selyem,US,California,Russian River Valley
Tantara 2007 Talley Rincon Chardonnay (Arroyo Grande Valley),White,Chardonnay,"sweet, juicy, soft",95,"Massively rich, with pronounced, sweet, smoky oak flavors and a rich vein of tart, creamy lees highlighting the underlying fruity ripeness. Shows flavors of grilled pineapples, tropical mangoes and pears, balanced with crisp acids. Tremendously delicious and compelling.",38,Tantara,US,California,Arroyo Grande Valley
Melville 2008 Chardonnay (Sta. Rita Hills),White,Chardonnay,"sweet, juicy, soft",95,"Massive, opulent, oozing in pineapple créme brulée, honey, buttered toast and cinnamon spice flavors. Totally decadent, and fortunately set off with brisk, citrusy acidity. Calling all lobsters, and don't forget the drawn butter. Sheer hedonism in a glass, at a fantastic price.",26,Melville,US,California,Sta. Rita Hills
Au Bon Climat 2007 Los Alamos Vineyard Chardonnay (Santa Barbara County),White,Chardonnay,balanced/ complex,95,"Massively fruity and oaky, this is an atom bomb of a Chardonnay. You either love this style or you hate it. The pineapple tart, apricot, pear, peach, crème brûlée, buttered toast, vanilla cream and cinnamon spice flavors go on and on. Beyond the utter richness is firm acidity and a bracing minerality. Defines California-style decadence, but drink now, as the wine will quickly go downhill.",25,Au Bon Climat,US,California,Santa Barbara County
The Eyrie Vineyards 2014 Estate Chardonnay (Dundee Hills),White,Chardonnay,balanced/ complex,96,"Even if winemaker Jason Lett tripled the price of this wine, it would still be a standout among its peers. This opens with intense aromatics of pineapple fruit, bracing acidity and compelling length. On the second and third day after opening, it remained quite fresh and expressive, with further details of fruit and mineral beginning to emerge. Drink now through 2035.",27,The Eyrie Vineyards,US,Oregon,Dundee Hills
The Eyrie Vineyards 2013 Original Vines Reserve Chardonnay (Dundee Hills),White,Chardonnay,"dry, briny, crisp, acidic",95,"The oldest Chardonnay vines in the Willamette Valley, planted in 1965, create a spicy, textural, refined wine with tremendous length and detail. All the wine was aged in neutral wood, which shines a light on the beautiful fruit, with green apple, almonds, and hints of butter and vanilla.",60,The Eyrie Vineyards,US,Oregon,Dundee Hills
Chateau Ste. Michelle & Dr. Loosen 2008 Single Berry Select Riesling (Columbia Gorge (WA)),White,Riesling,"sweet, juicy, soft",95,"A full seven years old, this wine is amber in color. Aromas of dried apple and orange peel, honey and brown sugar fill the glass. It's supremely rich, honeyed and layered, showing exquisite depth and balance as well as exceptional length.",200,Chateau Ste. Michelle & Dr. Loosen,US,Washington,Columbia Gorge (WA)
Domaine de Chevalier 2013  Pessac-Léognan,White,Bordeaux-style White Blend,"dry, briny, crisp, acidic",95,"This is a beautiful wine, fresh with acidity and structured with a mineral texture. Layers of creamy citrus and white fruit flavors go along with touches of wood aging that are well integrated. It's a wine to drink for its freshness soon, although it will also benefit from several years aging. It will be best from 2018.",110,Domaine de Chevalier,France,Bordeaux,Pessac-Léognan
Arrowood 2009 Saralee's Vineyard Viognier (Russian River Valley),White,Viognier,"dry, briny, crisp, acidic",95,"A brilliant, completely satisfying Viognier that shows its sunny California terroir in the ripe lemon, peach and mango flavors. It finishes dry, with a steely minerality, like stones and cold metal. Just gorgeous, one of the finest California Viogniers ever.",30,Arrowood,US,California,Russian River Valley
